WKT,link_id,source,target,one_way
"LINESTRING (951819.8 6431542.4,951820.1 6431545.5,951822.7 6431550.0,951818.7 6431551.6,951813.7 6431553.7,951812.4 6431556.4,951817.2 6431557.8,951819.3 6431557.3,951828.1 6431553.8,951831.8 6431552.8,951835.5 6431553.3,951833.6 6431557.3,951830.1 6431561.8,951826.9 6431564.9,951825.1 6431567.9,951822.4 6431569.0,951819.0 6431568.1,951809.1 6431566.4,951806.6 6431569.4,951806.3 6431572.4,951809.1 6431579.2,951808.7 6431582.2,951807.5 6431585.6,951806.1 6431590.9,951799.7 6431594.2,951796.1 6431596.0,951793.2 6431597.7,951785.4 6431601.2,951782.0 6431609.1,951778.7 6431615.6,951778.2 6431622.2,951778.7 6431627.7,951780.4 6431633.8,951778.7 6431639.1,951776.6 6431644.0,951775.8 6431647.8,951778.0 6431654.1,951778.8 6431658.8,951778.1 6431664.1,951774.3 6431670.3,951759.8 6431686.7,951754.6 6431690.8,951756.1 6431697.0,951755.7 6431702.2,951748.5 6431703.9,951744.7 6431706.6,951741.5 6431709.8,951738.9 6431717.0,951735.4 6431719.7,951733.1 6431724.4,951731.9 6431730.0,951729.8 6431735.1,951728.6 6431739.1)",104749,5043,94014,0
"LINESTRING (945866.5 6436349.4,945881.6 6436334.9,945882.1 6436329.6,945878.4 6436326.0,945873.2 6436322.5,945876.3 6436317.8,945879.8 6436307.8,945879.2 6436292.9,945877.1 6436254.7,945902.1 6436198.8,945915.0 6436168.8,945921.0 6436150.6,945931.4 6436130.1,945929.7 6436119.5,945926.9 6436102.0,945918.0 6436101.7,945913.4 6436092.7,945914.2 6436080.8,945895.3 6436070.7,945890.0 6436074.9,945883.2 6436067.3,945881.9 6436057.7,945873.2 6436059.7,945859.6 6436053.5,945861.1 6436047.2,945865.9 6436041.9,945860.4 6436036.4,945852.8 6436037.6,945846.9 6436030.0,945851.5 6436020.1,945849.1 6436009.6,945843.9 6436011.5,945838.7 6436000.3,945840.5 6435990.8,945822.6 6435988.3,945824.9 6435979.1,945798.0 6435988.6,945791.5 6435985.0,945794.5 6435980.3,945794.3 6435974.1,945785.4 6435975.0,945758.7 6435974.3,945753.5 6435971.6,945764.8 6435962.1,945759.7 6435959.2,945754.9 6435962.1,945746.5 6435961.6,945761.3 6435946.6,945765.3 6435938.5,945761.5 6435938.8,945747.4 6435944.2,945749.7 6435939.0,945757.9 6435922.6,945766.6 6435910.6,945776.6 6435904.0,945777.8 6435896.0,945774.7 6435893.6,945779.6 6435882.9,945798.9 6435863.4,945820.5 6435849.6,945826.4 6435847.0)",104751,1067,94025,0
"LINESTRING (942351.5 6436660.9,942354.7 6436658.5,942355.4 6436653.0,942355.0 6436645.6,942355.3 6436640.3,942357.7 6436633.1,942358.0 6436629.2,942359.8 6436611.6,942360.4 6436596.1,942358.7 6436584.9,942358.9 6436572.3,942360.2 6436570.9,942360.1 6436564.0,942358.3 6436559.4,942354.1 6436554.3,942354.2 6436551.3,942355.2 6436548.2,942353.2 6436536.2,942350.0 6436535.7,942349.4 6436533.7,942351.7 6436531.5,942352.0 6436521.8,942350.0 6436516.4,942349.3 6436512.1,942349.2 6436509.0,942348.8 6436505.7,942348.4 6436499.9,942348.9 6436496.3,942347.2 6436486.6,942348.6 6436484.7,942347.2 6436479.3,942347.3 6436476.8,942347.1 6436473.2,942345.4 6436470.6,942344.8 6436468.1,942343.8 6436462.2,942345.0 6436459.7,942345.0 6436457.3,942343.3 6436454.2,942341.2 6436453.2,942340.7 6436451.8,942341.9 6436450.0,942342.2 6436447.2,942340.3 6436445.2,942339.9 6436442.1,942338.1 6436440.4,942334.3 6436435.1,942335.9 6436433.4,942336.6 6436429.0,942337.3 6436427.0,942335.6 6436423.7,942332.8 6436422.0,942331.5 6436417.7,942327.7 6436413.3,942329.1 6436408.7,942328.7 6436407.3,942326.5 6436406.7,942324.3 6436403.0,942321.0 6436397.1,942317.8 6436393.7,942316.5 6436392.9,942311.4 6436393.6,942309.8 6436393.3,942305.9 6436383.2,942303.9 6436372.3,942302.4 6436369.8,942298.9 6436368.4,942298.5 6436364.6,942297.9 6436363.4,942299.5 6436358.3,942300.7 6436350.6,942299.1 6436348.7,942298.8 6436346.4,942295.9 6436343.4,942295.8 6436341.5,942296.3 6436340.4,942295.8 6436337.1,942293.2 6436333.4,942290.1 6436331.5,942289.9 6436327.0,942289.1 6436324.6,942286.3 6436322.5,942282 6436322,942282.3 6436319.3,942283.4 6436317.1,942282.4 6436315.7,942284.1 6436311.3,942283.1 6436307.7,942282.4 6436306.7,942283.6 6436299.7,942282.4 6436297.3,942279.5 6436296.9,942275.4 6436297.1,942272.8 6436293.4,942268.9 6436286.6,942268.2 6436280.6,942269 6436276,942269.9 6436272.1,942269.4 6436271.6)",104752,93189,94032,0
"LINESTRING (946192.1 6436228.4,946199.0 6436213.3,946206.6 6436177.7,946204.6 6436166.8,946201.2 6436154.8)",104753,94047,94031,0
"LINESTRING (946001.9 6436404.8,946003.4 6436402.8,946001.9 6436397.7,945995.3 6436393.5,945990.2 6436386.7,945985.6 6436382.6,945980.6 6436372.3,945978.6 6436367.8,945973.4 6436362.4,945976.2 6436354.9,945983.0 6436358.8,945987.9 6436359.6,945996.2 6436359.4,945996.6 6436357.2,946001.3 6436351.6,945998.5 6436346.1,945995.8 6436340.2,945992.6 6436336.4,945992.9 6436331.9,946001.9 6436335.7,946005.9 6436338.1,946016.3 6436341.6,946020.3 6436342.9,946026.6 6436345.1,946035.9 6436347.5,946049.7 6436355.6,946078.3 6436375.7,946083.7 6436377.8,946090.2 6436377.4,946087.6 6436368.3,946086.2 6436361.7,946080.0 6436347.6,946091.5 6436341.7,946102.0 6436343.3,946127.3 6436365.2,946135.9 6436372.1,946144.3 6436378.9,946161.8 6436395.3,946165.2 6436402.8,946174.6 6436410.9,946180.4 6436405.1,946177.3 6436394.7,946174.4 6436376.4,946166.2 6436357.5,946160.4 6436349.1,946159.6 6436343.6,946159.2 6436325.2,946161.1 6436315.2,946172.8 6436287.2,946179.9 6436263.2,946185.4 6436243.2,946192.1 6436228.4)",104754,16420,94047,0
"LINESTRING (942613.5 6436910.8,942608.5 6436910.1,942603.4 6436908.2,942598.0 6436905.6,942591.7 6436901.4)",105879,94472,94473,0
"LINESTRING (945606.0 6436820.8,945609.6 6436813.6,945603.7 6436806.4,945587.8 6436796.1)",108990,55322,84844,0
"LINESTRING (945591.9 6437176.4,945601.2 6437177.4,945604.9 6437176.0,945609.0 6437173.4,945612.8 6437170.1,945616.2 6437166.2,945619.1 6437161.6,945621.6 6437156.3,945627.7 6437135.8,945630.2 6437133.0,945633.7 6437131.7,945637.2 6437132.7,945639.2 6437135.6,945639.2 6437139.1,945634.0 6437152.6)",109232,84477,83293,0
"LINESTRING (942591.7 6436901.4,942577.1 6436892.1,942564.3 6436882.7,942549.3 6436875.6,942533.8 6436872.7,942531.1 6436872.6,942525.5 6436870.7,942515.0 6436865.5,942506.9 6436863.5,942503.1 6436864.0,942497.3 6436862.5,942492.0 6436859.4,942483.7 6436855.7,942469.0 6436851.2)",109493,94473,93190,0
"LINESTRING (942681.8 6436812.7,942678.1 6436824.7,942676.7 6436844.3,942674.0 6436847.9,942667.3 6436851.9,942661.8 6436854.2,942649.0 6436861.5,942640.6 6436867.4,942631.2 6436875.7,942627.3 6436881.4,942620.9 6436899.1,942618.5 6436905.1,942617.2 6436907.9,942613.5 6436910.8)",109494,83324,94472,0
"LINESTRING (945654.0 6437055.1,945666.9 6437040.6,945678.8 6437034.9,945684.5 6437023.5,945689.7 6437006.1,945703.9 6437003.4,945720.6 6437005.4,945734.5 6437008.6,945754.6 6437009.6,945789.1 6437008.9)",109787,16317,95934,0
"LINESTRING (945648.2 6437098.3,945652.9 6437098.7,945662.1 6437099.2)",111482,96617,96618,0
"LINESTRING (945518.3 6436868.6,945514.4 6436866.0,945509.0 6436863.8)",111489,89944,84301,0
"LINESTRING (942644.1 6437326.1,942652.1 6437323.1,942659.6 6437322.1,942662.8 6437321.6,942664.2 6437317.3,942665.3 6437310.3,942667.1 6437302.6,942667.7 6437295.1,942667.9 6437291.9)",111495,16359,96628,0
"LINESTRING (945613.1 6437105.4,945622.2 6437101.1,945637.0 6437097.9,945641.8 6437098.0,945648.2 6437098.3)",111496,29158,96617,0
"LINESTRING (950389.8 6433795.1,950389.4 6433802.5,950388.1 6433806.6,950385.0 6433810.9,950382.5 6433813.0,950378.5 6433814.0,950375.0 6433814.4)",111682,16515,16514,0
"LINESTRING (950351.9 6433895.0,950356.1 6433891.6,950358.2 6433889.2,950360.8 6433885.2,950370.7 6433870.4,950375.4 6433858.2)",111775,30851,96787,0
"LINESTRING (952335.0 6431382.8,952332.1 6431384.0,952325.7 6431391.9,952315.6 6431408.9,952313.5 6431417.2)",111808,16752,96803,0
"LINESTRING (944678.6 6437474.9,944687.9 6437508.3,944690.2 6437530.8,944690.2 6437555.6,944699.2 6437569.0,944714.8 6437580.8,944725.4 6437588.4,944741.9 6437592.6,944759.2 6437594.3,944774.1 6437590.9,944787.2 6437579.9,944797.3 6437573.6,944811.7 6437571.9,944853.6 6437585.8,944870.9 6437596.4,944878.1 6437608.7,944888.1 6437623.0,944899.3 6437641.0,944906.5 6437648.9,944919.5 6437652.2,944938.6 6437653.5,944945.4 6437656.1,944949.6 6437666.2)",112884,38082,97491,0
"LINESTRING (944920.8 6437395.8,944918.8 6437374.0)",112923,75615,97511,0
"LINESTRING (945662.1 6437099.2,945676.5 6437101.1,945676.5 6437103.4,945691.0 6437104.2)",112935,96618,97518,0
"LINESTRING (952599.0 6431240.2,952589.3 6431243.5,952578.9 6431246.2,952569.9 6431250.0)",112936,69868,18450,0
"LINESTRING (942102.3 6437499.4,942080.1 6437501.9,942060.3 6437504.2)",114178,98397,55323,0
"LINESTRING (943175.4 6437295.8,943195.2 6437305.9)",114672,43235,16369,0
"LINESTRING (950380.6 6433762.9,950394.5 6433752.1,950407.1 6433747.2,950417.1 6433757.3)",115222,16508,18446,0
"LINESTRING (942667.9 6437291.9,942672.8 6437289.7,942679.2 6437289.5,942682.1 6437287.8,942684.2 6437285.2,942684.8 6437282.5,942685.5 6437279.3,942685.8 6437277.0)",115255,96628,16362,0
"LINESTRING (942765.5 6437207.1,942784.0 6437183.9,942793.8 6437166.9,942811.5 6437131.2,942839.2 6437095.4,942857.0 6437077.5,942868.9 6437062.4,942879.8 6437056.7,942898.7 6437051.8,942913.7 6437047.0,942923.6 6437040.3,942933.5 6437029.0,942934.0 6437027.2)",115319,99113,16363,0
"LINESTRING (942686.7 6437250.2,942701.4 6437248.6,942720.2 6437245.9)",115329,99119,99120,0
"LINESTRING (942934.0 6437027.2,942940.3 6437007.4,942945.2 6436992.4,942945.1 6436984.0,942940.1 6436982.1,942926.2 6436988.8,942914.2 6436993.5,942906.2 6436994.6,942904.2 6436993.6,942904.2 6436989.0,942909.1 6436980.5,942915.0 6436962.7,942921.3 6436938.4)",115331,16363,69538,0
"LINESTRING (943579.4 6430705.3,943561.6 6430662.3)",115360,69873,99145,0
"LINESTRING (952387.5 6431436.2,952401.4 6431435.3,952423.9 6431433.3,952434.8 6431433.2,952437.2 6431438.4,952436.8 6431443.4,952435.4 6431451.7,952432.6 6431472.0)",115410,16754,70729,0
"LINESTRING (948101.9 6437691.5,948109.9 6437679.8,948119.3 6437667.9,948128.7 6437659.5,948132.7 6437651.1,948133.7 6437642.6,948141.1 6437632.7,948155.1 6437630.4)",115832,75193,5335,0
"LINESTRING (948216.4 6437670.9,948212.3 6437680.9,948208.3 6437688.9,948208.3 6437691.8,948209.8 6437694.3,948213.3 6437696.8,948217.2 6437695.8,948225.2 6437689.4,948233.1 6437683.9,948239.0 6437680.9,948246.5 6437680.9,948250.9 6437682.9,948257.9 6437686.4,948264.8 6437687.4,948271.2 6437684.9,948278.2 6437680.4,948285.1 6437680.4,948291.0 6437685.9,948290.6 6437689.4,948287.1 6437697.3,948287.1 6437702.2,948284.1 6437709.7,948281.6 6437714.6,948282.1 6437717.6,948284.1 6437717.6,948289.1 6437716.6,948294.5 6437712.6,948301.9 6437711.2,948311.9 6437705.7,948323.3 6437693.8,948334.6 6437674.5,948341.6 6437664.1,948346.0 6437655.7,948350.5 6437652.7,948357.4 6437651.7,948362.4 6437654.2,948368.3 6437664.6,948375.8 6437679.0,948383.7 6437695.3,948389.6 6437702.7,948395.1 6437704.2,948404.5 6437700.3,948423.8 6437684.9,948435.2 6437678.5,948442.7 6437679.0,948447.6 6437680.4,948457.5 6437686.4,948487.7 6437688.4,948500.1 6437681.9,948511.4 6437673.0,948518.9 6437665.6,948526.3 6437663.6,948532.3 6437666.1,948538.2 6437670.1,948538.2 6437676.0,948534.2 6437683.9,948526.8 6437694.8,948521.4 6437706.7,948514.9 6437725.5,948506.0 6437743.9,948498.1 6437760.7,948491.6 6437773.6,948485.7 6437781.5,948482.7 6437784.5,948483.2 6437788.5,948484.7 6437789.0,948487.2 6437788.5,948495.6 6437782.0,948530.8 6437769.1,948568.4 6437752.3,948585.3 6437744.4,948600.1 6437729.5,948626.4 6437690.4,948641.3 6437665.1,948652.7 6437644.3,948659.1 6437640.8,948669.0 6437632.9,948671.1 6437631.5,948678.4 6437627.1,948683.7 6437620.2,948691.5 6437612.8,948695.1 6437607.8,948706.1 6437597.8,948711.0 6437595.7,948718.1 6437596.8)",115842,5338,63103,0
"LINESTRING (948157.0 6437625.5,948187.2 6437586.2,948211.0 6437559.4,948221.9 6437556.4,948228.8 6437559.4,948233.3 6437569.8,948235.7 6437580.2,948230.8 6437610.4,948228.8 6437628.8,948222.9 6437647.1,948218.6 6437666.3)",115843,5336,5337,0
"LINESTRING (945586.1 6437177.7,945582.9 6437190.3,945581.8 6437204.3,945582.9 6437209.9,945583 6437216,945582.9 6437222.7,945582.3 6437229.1,945581.7 6437235.8,945581.5 6437242.8,945585.8 6437253.2,945587.4 6437256.7,945588.9 6437259.6)",115974,83275,4165,0
"LINESTRING (946059.9 6436707.3,946054.7 6436682.8,946054.7 6436678.3,946054.7 6436674.1,946053.3 6436669.8)",115975,84480,99427,0
"LINESTRING (945987.2 6436552.8,945992.6 6436552.4,946012.5 6436552.7)",115976,99428,99429,0
"LINESTRING (945987.2 6436552.8,945982.3 6436568.6)",115977,99428,29130,0
"LINESTRING (945963.3 6436558.3,945964.9 6436555.9,945968.9 6436547.1,945978.4 6436551.1,945987.2 6436552.8)",115978,16388,99428,0
"LINESTRING (944447.7 6437033.7,944443.2 6437024.6)",116006,43236,5345,0
"LINESTRING (945483.2 6437152.9,945488.1 6437157.3)",116007,99444,83314,0
"LINESTRING (945526.3 6437097.8,945544.5 6437092.1)",116008,99445,84518,0
"LINESTRING (945517.8 6437067.2,945532.9 6437082.9,945541.1 6437084.1)",116009,99446,84519,0
"LINESTRING (945646.7 6437073.0,945650.1 6437076.0,945654.3 6437077.9,945658.3 6437078.7,945662.1 6437079.2,945662.1 6437099.2)",116010,16316,96618,0
"LINESTRING (945648.2 6437098.3,945646.7 6437073.0)",116011,96617,16316,0
"LINESTRING (945469.1 6437143.4,945483.2 6437152.9)",116012,99447,99444,0
"LINESTRING (945494.8 6437004.6,945498.7 6436989.5,945505.9 6436991.6,945521.6 6436996.7,945533.6 6437003.9,945542.6 6437010.6,945547.4 6437013.0,945549.8 6437012.6,945549.4 6437006.0,945546.7 6436998.2,945546.3 6436991.9,945545.0 6436987.7,945545.0 6436984.7,945545.4 6436982.3,945548.7 6436981.8,945552.9 6436985.7,945555.3 6436989.2,945557.9 6436989.2,945557.0 6436983.8,945555.7 6436965.9,945552.9 6436955.4,945548.7 6436949.8,945542.4 6436943.2,945538.0 6436934.9,945534.5 6436922.9,945529.7 6436909.6,945524.5 6436893.3,945522.5 6436876.7,945518.3 6436868.6)",116172,99532,89944,0
"LINESTRING (949982.1 6437523.9,949980.5 6437532.8)",117829,76719,69532,0
"LINESTRING (947002.5 6437791.2,946995.1 6437787.4)",117830,75202,75214,0
"LINESTRING (942056.2 6437481.7,942052.5 6437475.3,942049.9 6437471.6,942047.7 6437471.0,942044.7 6437470.6,942042.3 6437466.2,942041.5 6437460.2)",117834,16377,16380,0
"LINESTRING (942698.0 6437263.6,942712.8 6437266.2)",117835,100409,30233,0
"LINESTRING (942963.5 6437072.7,942974.5 6437064.4,942980.8 6437056.7,942988.6 6437050.7,942994.3 6437050.7,943008.4 6437051.4,943016.9 6437054.9,943028.2 6437072.2,943032.7 6437087.3)",117839,16365,100412,0
"LINESTRING (944431.0 6437008.5,944426.2 6436992.6)",117843,5346,100413,0
"LINESTRING (945843.5 6437395.2,945841.0 6437411.2,945839.1 6437414.2,945834.8 6437419.8,945833.4 6437423.7,945834.1 6437429.5,945836.6 6437433.6,945841.7 6437441.7,945843.3 6437447.0,945842.2 6437452.4,945826.9 6437470.2,945817.0 6437478.8,945804.2 6437488.7,945799.1 6437492.0)",117844,94028,100414,0
"LINESTRING (945754.4 6437761.8,945754.3 6437771.0,945752.7 6437783.5,945753.0 6437792.1,945753.2 6437798.5,945755.7 6437799.3,945759.9 6437793.4,945764.2 6437787.5,945767.5 6437783.8,945771.4 6437780.1,945775.1 6437776.8,945778.3 6437777.1,945780.6 6437779.4,945781.8 6437781.2,945780.7 6437786.8,945776.3 6437794.9,945773.7 6437802.3,945773.7 6437807.5,945775.8 6437809.9,945780.9 6437807.6,945783.9 6437803.6,945788.3 6437801.3,945791.7 6437802.0,945794.5 6437803.1,945809.5 6437807.1,945816.1 6437808.5,945815.7 6437811.5,945812.3 6437818.5,945808.8 6437827.2,945812.5 6437832.8,945814.1 6437836.0,945810.1 6437841.1,945807.6 6437846.7,945810.1 6437851.1,945813.9 6437854.8,945822.1 6437856.1,945826.6 6437857.5,945831 6437861,945832.1 6437867.5,945825.4 6437876.2,945820.1 6437887.7)",117846,100415,100416,0
"LINESTRING (946288.2 6437600.5,946290.7 6437597.1,946294.8 6437595.2,946300.8 6437597.1,946304.2 6437598.0,946306.7 6437603.3,946309.6 6437608.4,946313.3 6437615.9,946315.5 6437624.0,946316.1 6437631.5,946316.7 6437638.7,946317.7 6437644.9,946317.0 6437652.1,946315.8 6437658.1,946315.2 6437664.9,946315.2 6437669.6,946318.3 6437675.0,946324.6 6437683.1,946332.4 6437688.7,946339.9 6437692.2,946347.1 6437694.3,946353.4 6437697.8,946362.5 6437708.9,946371.3 6437716.4,946386.7 6437723.6,946394.8 6437726.1,946408.0 6437730.2,946417.7 6437740.2,946415.8 6437750.5,946415.8 6437758.6,946417.7 6437769.6,946420.8 6437775.5,946420.3 6437790.9)",117847,100417,69472,0
"LINESTRING (945579.0 6437266.2,945586.9 6437272.5,945592.7 6437279.1,945596.8 6437284.6,945599.2 6437290.1,945601.3 6437294.9,945605.6 6437299.0,945611.3 6437302.5,945614.2 6437305.0,945619.8 6437308.0,945626.3 6437312.3,945642.9 6437324.5,945648.2 6437332.2,945648.6 6437342.1,945651.1 6437348.5,945655.7 6437352.0,945669.4 6437354.5,945669.4 6437361.5,945669.4 6437369.6,945670.1 6437376.0,945674.4 6437380.2,945678.3 6437382.0,945683.2 6437383.7,945683.6 6437386.9,945685.3 6437389.4)",117848,4166,5397,0
"LINESTRING (945694.7 6437389.9,945696.4 6437390.0,945704.6 6437390.1,945711.2 6437393.4,945722.6 6437395.3,945736.5 6437393.5)",117849,5398,94009,0
"LINESTRING (946954.1 6434166.3,946965.8 6434183.5,946972.1 6434194.8,946983.4 6434215.4,946989.9 6434232.9,946992.1 6434250.4,946995.3 6434277.6,946996.5 6434281.1,946995.3 6434289.2,946997.1 6434301.1,947002.1 6434314.1,947005.9 6434325.6,947011.8 6434336.3,947016.2 6434345.0,947026.5 6434370.1,947035.6 6434382.2,947043.1 6434393.8,947055.4 6434412.6,947068.2 6434428.1,947088.3 6434447.8,947103 6434465,947117.1 6434476.9,947133.4 6434499.7,947144.9 6434525.2,947157.1 6434544.9,947165.6 6434557.1,947175.0 6434563.1,947191.3 6434570.6)",117856,69740,100421,0
"LINESTRING (948712.6 6437894.0,948727.0 6437873.2,948730.4 6437864.9,948734.6 6437839.5,948736.0 6437828.1,948739.9 6437807.6,948741.0 6437795.6,948740.5 6437785.7,948737.7 6437777.6,948735.9 6437763.6,948735.3 6437752.7,948735.1 6437734.4,948734.3 6437699.3,948735.7 6437686.8,948740.7 6437671.9,948749.8 6437654.9,948760.7 6437648.5)",117857,100422,100423,0
"LINESTRING (948772.5 6437635.4,948763.9 6437643.9,948760.7 6437648.5)",117858,55319,100423,0
"LINESTRING (947281.9 6437888.7,947286.7 6437888.8,947289.0 6437891.3,947289.9 6437894.7,947290.1 6437899.1,947290.3 6437906.6,947290.8 6437911.9,947288.8 6437917.0,947286.9 6437923.0,947286.5 6437927.4,947288.1 6437933.6,947289.7 6437938.2,947289.4 6437941.9,947288.3 6437946.1,947285.7 6437951.6,947284.4 6437957.6,947285.2 6437962.4,947287.2 6437967.4,947287.5 6437973.5,947287.5 6437983.6,947288.6 6437985.7,947290.0 6437985.9,947291.4 6437984.3,947291.8 6437981.8,947292.1 6437977.4,947293.3 6437973.5,947295.8 6437969.0,947297.2 6437964.6,947297.9 6437960.7,947299.7 6437958.2,947300.8 6437957.2,947302.2 6437957.2,947303.8 6437958.7,947304.6 6437961.0,947303.8 6437964.7,947301.6 6437967.9,947301.3 6437974.3,947300.2 6437982.7,947300.1 6437993.8,947300.7 6438010.6,947302.4 6438020.3,947305.1 6438035.5,947304.5 6438043.2,947306.7 6438048.5,947307.2 6438057.0,947308.4 6438061.8,947310.9 6438067.4,947312.5 6438069.0,947314.4 6438069.0,947314.9 6438067.6,947314.8 6438062.1,947315.5 6438057.5,947318.1 6438054.7,947319.9 6438051.7,947326.1 6438045.9,947329.1 6438040.4,947332.8 6438033.4,947338.4 6438022.6,947341.3 6438015.9,947344.6 6438012.7,947349.2 6438008.7,947351.3 6438004.8,947357.8 6437998.9,947361.7 6437995.0,947367.9 6437991.5,947378.7 6437987.9,947386.3 6437985.8,947393.2 6437986.5,947403.0 6437990.7,947409.7 6437995.4,947411.1 6437998.6,947411.8 6438005.1,947411.8 6438016.9,947410.6 6438019.9,947406.9 6438022.8,947404.2 6438025.8,947402.3 6438034.6,947400.6 6438058.8,947397.3 6438072.1)",117859,61309,56643,0
"LINESTRING (949460.0 6434885.4,949458.2 6434884.8,949454.4 6434886.0,949447.2 6434893.2,949443.1 6434896.5,949438.9 6434898.9,949434.7 6434902.3,949432.1 6434905.3,949428.5 6434911.6,949424.7 6434918.5,949421.1 6434922.3,949402.7 6434936.0)",117860,100424,69688,0
"LINESTRING (949875.2 6437765.2,949851.6 6437796.2)",117861,76332,75187,0
"LINESTRING (948760.7 6437648.5,948760.7 6437653.5,948761.8 6437658.0,948767.1 6437664.7,948775.9 6437678.8,948791.8 6437710.2,948816.2 6437760.6,948842.5 6437803.4)",117865,100423,100425,0
"LINESTRING (951891.8 6432536.6,951891.6 6432531.4,951890.8 6432503.8,951891.3 6432497.1,951893.1 6432487.9,951895.7 6432481.2,951902.2 6432459.0,951908.0 6432444.7,951913.3 6432433.9,951911.3 6432433.2,951905.0 6432436.6,951900.0 6432440.3,951887.1 6432449.8,951881.0 6432452.8,951882.0 6432447.7,951886.6 6432435.4,951889.8 6432427.8,951894.7 6432417.0,951896.8 6432411.4,951895.6 6432410.7,951886.1 6432414.9,951878.1 6432422.3,951871.1 6432427.2,951869.5 6432425.8,951869.8 6432420.9,951872.5 6432410.1,951880.6 6432394.3,951881.1 6432389.9,951877.8 6432389.2,951867.7 6432395.7,951858.7 6432402.4,951853.8 6432405.6,951850.9 6432405.1,951850.1 6432399.8,951851.5 6432394.7,951852.9 6432390.6,951852.7 6432388.0,951851.3 6432388.0,951840.9 6432394.7,951837.5 6432395.9,951836.3 6432394.1,951836.8 6432389.0,951843.3 6432369.5,951858.0 6432345.2,951866.5 6432326.9,951874.8 6432318.4,951879.4 6432312.2,951882.6 6432307.3,951885.1 6432298.1,951886.5 6432292.1,951889.7 6432287.7,951897.4 6432287.0,951898.9 6432289.8,951902.7 6432293.9,951906.3 6432294.6,951911 6432293,951914.6 6432286.9,951918.0 6432268.3,951921.0 6432263.9,951921.8 6432257.4,951919.2 6432252.8,951919.2 6432244.0,951922.2 6432233.1,951928.2 6432222.3,951938.3 6432205.7,951943.7 6432196.2,951945.5 6432189.5,951957.1 6432171.2,951964.6 6432165.2,951967 6432161,951966.3 6432157.3,951964.6 6432154.4,951961.6 6432151.3,951960.5 6432143.5,951961.2 6432136.8,951964.6 6432127.5,951972.3 6432109.7)",117868,100428,75218,0
