WKT,link_id,source,target,one_way
"LINESTRING (948428.5 6434892.4,948427.2 6434888.5,948428.3 6434884.0,948423.4 6434882.5,948419.2 6434885.6,948414.2 6434888.6,948410.0 6434892.2,948409.6 6434887.0,948412.4 6434876.6,948415.8 6434861.5,948416.6 6434844.6,948415.9 6434833.6,948415.4 6434828.5,948411.5 6434813.9,948406.7 6434814.0,948403.3 6434814.9,948403.6 6434809.5,948404.9 6434804.2,948407.6 6434801.3,948410.5 6434796.6,948413.0 6434783.9,948406.7 6434785.2,948403.5 6434789.2,948402.1 6434784.0,948403.3 6434778.6,948407.7 6434763.5,948405.8 6434752.5,948402.5 6434748.1,948398.7 6434738.7,948398.9 6434729.4,948400.9 6434723.7,948407.8 6434715.6,948413.1 6434710.8,948413.4 6434704.3,948406.8 6434707.3,948401.6 6434707.8,948404.5 6434703.8,948404.3 6434698.6,948400.0 6434692.7,948397.0 6434687.3,948394.2 6434678.5,948394.3 6434666.5,948395.9 6434661.3,948395.9 6434655.9,948394.7 6434650.3,948390.2 6434654.3,948389.1 6434659.2,948384.6 6434656.4,948382.5 6434661.5,948379.8 6434666.1,948373.9 6434667.0,948369.4 6434669.7,948369.3 6434674.7,948369.6 6434680.6,948366.9 6434677.0,948366.2 6434671.0,948364.9 6434664.9,948368.0 6434661.1,948370.9 6434656.4,948371.7 6434651.8,948368.2 6434648.7,948370.3 6434643.8,948371.5 6434634.1,948370.6 6434619.5,948369.4 6434613.8,948363.6 6434612.3,948364.9 6434607.3,948366.9 6434602.3,948365.7 6434595.3,948367.7 6434591.0,948360.7 6434587.3,948359.3 6434582.7,948361.0 6434577.6,948353.0 6434581.1,948355.3 6434575.2,948356.1 6434570.1,948351.3 6434566.4,948351.0 6434560.9,948345.8 6434563.0,948340.7 6434562.1,948342.4 6434557.5,948339.5 6434550.5,948335.6 6434544.4,948333.0 6434535.5,948335.0 6434531.9,948333.7 6434524.5,948325.3 6434516.3,948323.4 6434509.1,948318.1 6434507.0,948316.8 6434499.3,948315.1 6434492.2,948308.7 6434484.3,948301.6 6434476.7,948295.2 6434475.7,948290 6434479,948286.5 6434473.4,948282.9 6434476.8,948279 6434475,948272.2 6434470.5,948267.0 6434470.9,948266.1 6434472.6,948266.3 6434476.8,948267.0 6434481.5,948268.1 6434486.6,948266.4 6434489.2,948262.6 6434491.3,948261.2 6434490.6,948259.1 6434487.2,948257.0 6434483.9,948254.8 6434483.6,948251.7 6434485.5,948248.6 6434487.6,948246.9 6434487.7,948242.5 6434485.7,948238.5 6434482.3,948234.8 6434477.9,948232.5 6434474.7,948230.5 6434473.3,948227.4 6434474.8,948225.6 6434475.0,948223.8 6434472.3,948221.3 6434467.2,948219.6 6434465.2)",104694,69700,94012,0
"LINESTRING (945826.4 6435847.0,945843.3 6435816.7,945852.9 6435788.0,945857.7 6435779.4,945867.5 6435774.8,945868.3 6435768.2,945870.9 6435757.8,945868.2 6435755.7,945864.4 6435747.8,945864.6 6435722.9,945867.6 6435712.6,945867.5 6435699.6,945861.9 6435666.2,945861.2 6435645.0,945857.0 6435633.2,945854.7 6435629.3,945840.1 6435618.9,945834.2 6435598.7,945831.1 6435582.4,945832.8 6435570.2,945829.9 6435559.4,945828.4 6435547.9,945821.7 6435539.1,945818.7 6435533.4,945818.1 6435528.3,945821.2 6435520.0,945827.2 6435510.6,945839.1 6435497.4,945841.4 6435493.4,945843.2 6435487.2,945843.7 6435474.1,945839.6 6435440.7,945835.6 6435425.7)",104695,94025,94001,0
"LINESTRING (951768.7 6431516.4,951767.6 6431520.1,951765.1 6431522.7,951764.1 6431523.8,951758.8 6431524.1,951755.6 6431522.2)",104696,94026,94027,0
"LINESTRING (950277.4 6433906.0,950280.8 6433907.3,950280.4 6433910.9,950286.5 6433910.5,950301.0 6433908.7,950307.1 6433908.3,950313.7 6433909.4,950315.0 6433915.6,950316.7 6433921.0,950320.3 6433920.5,950324.3 6433915.9,950328.4 6433911.5,950333.3 6433910.9,950338.8 6433909.0,950345.4 6433910.9,950350.0 6433916.4,950354.9 6433915.9,950350.7 6433920.2,950343.7 6433924.7,950339.9 6433927.4,950343.0 6433929.7,950349.3 6433928.8,950353.8 6433926.7,950359.0 6433925.5,950362.7 6433922.5,950366.9 6433920.1,950373.5 6433919.2)",104698,69735,16526,0
"LINESTRING (947948.8 6434186.9,947954.8 6434186.0,947952.0 6434182.2,947951.3 6434176.3,947949.0 6434170.9,947946.2 6434166.1,947943.9 6434160.3,947939.2 6434153.6)",104699,76713,3090,0
"LINESTRING (945843.5 6437395.2,945837.9 6437398.9,945832.0 6437401.2,945827.7 6437397.6,945810.6 6437392.7,945806.0 6437389.8,945802.1 6437389.8,945797.0 6437392.8,945788.8 6437386.6,945781.8 6437387.0,945780.0 6437390.8,945775.1 6437387.5,945769.6 6437385.4,945758.2 6437391.7,945759.1 6437395.8,945746.4 6437398.4,945736.5 6437393.5)",104700,94028,94009,0
"LINESTRING (948219.6 6434465.2,948220.4 6434458.7,948219.3 6434448.3,948218.1 6434438.9,948204.9 6434428.5,948196.2 6434414.2,948178 6434391,948168.3 6434381.1,948153.7 6434360.0,948139.5 6434341.1,948132.8 6434318.8,948131.0 6434311.3,948125.3 6434297.8,948119.5 6434287.2,948108.0 6434276.9,948100.2 6434271.6,948085.9 6434262.8,948081.9 6434258.2,948065.6 6434242.9,948052.1 6434234.9,948033.5 6434226.0,948028.4 6434224.2,948017.7 6434223.8,948012.1 6434222.5,947997.5 6434213.9,947968.9 6434197.2,947952.2 6434190.5,947948.8 6434186.9)",104702,94012,76713,0
"LINESTRING (941944.0 6435162.6,941933.9 6435129.5,941927.0 6435115.2,941925.6 6435109.4)",104706,93953,69708,0
"LINESTRING (945723.9 6437775.1,945737.5 6437758.8,945746.1 6437751.7,945753.7 6437747.5,945770.3 6437738.8,945776.8 6437732.4,945784.8 6437722.5,945791.7 6437717.4,945804.3 6437708.3,945818.2 6437699.1,945825.2 6437696.1,945821.9 6437679.1,945823.6 6437670.5,945829.3 6437667.6,945842.5 6437667.2,945867.8 6437671.5,945884.9 6437670.6,945897.4 6437664.9,945910.5 6437662.9,945913.4 6437664.2,945929.5 6437664.6,945933.5 6437661.3,945942.0 6437650.3,945951.7 6437631.2,945958.3 6437621.6,945965.2 6437616.0,945977.1 6437611.0,945979.0 6437587.6,945989.9 6437554.0,945996.9 6437547.1,946014.0 6437537.4,946018.9 6437527.9,946022.6 6437521.3,946023.6 6437516.6,946022.9 6437512.6,945991.7 6437530.8,945993.7 6437520.0,945998.5 6437509.6,946004.3 6437490.6,946008.6 6437470.6,946008.1 6437448.8,946009.4 6437444.1,946003.4 6437446.1,946000.9 6437449.5,945996.9 6437445.7,946001.0 6437406.7,946006.1 6437399.7,946005.6 6437392.6,946007.2 6437376.4,946002.9 6437369.1,946004.7 6437364.7,946000.9 6437350.1,945997.4 6437355.0,945994.9 6437350.4,945990.8 6437353.7,945986.2 6437351.3,945982.6 6437355.2,945978.8 6437357.1,945976.6 6437352.8,945973.3 6437356.4,945969.7 6437352.7,945969.1 6437347.8,945961.8 6437355.8,945958.9 6437350.8,945961.5 6437328.1,945956.5 6437331.1,945956.1 6437324.5,945947.4 6437332.7,945947.1 6437325.5,945941.5 6437327.6,945930.8 6437338.5,945929.9 6437333.0,945925.3 6437334.7,945917.6 6437343.8,945912.8 6437345.6,945905.3 6437361.3,945898.0 6437370.6,945895.3 6437369.2,945897.5 6437356.4,945898.2 6437340.9,945893.7 6437343.1,945881.7 6437358.9,945874.9 6437364.9,945866.6 6437386.8,945860.1 6437394.2,945848.1 6437395.9,945843.5 6437395.2)",104707,5630,94028,0
"LINESTRING (946624.8 6437767.4,946622.1 6437752.3,946618.8 6437741.0,946612.8 6437718.8,946608.7 6437700.0,946606.1 6437690.4,946606.0 6437685.8,946605.4 6437680.3,946602.5 6437666.1,946598.3 6437655.6,946596.1 6437646.9,946592.2 6437629.4,946591.9 6437623.8,946588.7 6437617.1,946587.7 6437612.2,946585.3 6437604.7,946585.2 6437599.1,946582.2 6437595.7,946579.7 6437588.8,946578.1 6437583.3,946570.9 6437579.9)",104708,94030,69535,0
"LINESTRING (946750.0 6437627.2,946751.3 6437631.5,946755.2 6437635.2,946758.2 6437638.8,946762.4 6437642.7,946767 6437646,946771.1 6437649.8,946779.9 6437656.9,946783.3 6437660.9,946787.3 6437664.4,946791.3 6437668.7,946801.4 6437681.2,946809.5 6437688.1,946814.3 6437691.6,946823.4 6437697.2,946836.6 6437706.5,946846.3 6437711.3,946851.6 6437713.2,946857.5 6437714.7,946864.6 6437717.9)",104709,69533,69470,0
"LINESTRING (945490.5 6436867.4,945483.1 6436862.0,945478.7 6436858.0,945478.5 6436853.3,945480.1 6436847.5,945478.0 6436837.6,945468.2 6436818.5,945467.6 6436806.0,945468.9 6436788.5,945471.1 6436776.5,945468.5 6436758.0,945470.1 6436753.0,945465.8 6436744.1,945461.5 6436740.7,945455.4 6436738.4,945445.6 6436739.3,945442 6436737)",104710,84300,2628,0
"LINESTRING (944447.7 6437033.7,944451.3 6437029.3,944505.8 6436960.5,944517.6 6436949.7,944552.1 6436919.9,944583.8 6436894.6,944605.1 6436871.9,944639.6 6436841.7,944653.7 6436833.3,944674.4 6436825.3,944698.6 6436815.2,944713.6 6436809.1,944731.0 6436797.9,944738.4 6436790.6,944748.5 6436784.3,944761.3 6436782.2,944772.1 6436781.4,944787.7 6436775.4,944804.6 6436779.9,944819.9 6436786.2,944882.2 6436817.1,944892.2 6436821.3)",104711,43236,44474,0
"LINESTRING (946201.2 6436154.8,946196.7 6436138.8,946191.8 6436116.7,946193.1 6436099.9,946194.9 6436059.7,946190.4 6436036.1,946171.0 6435990.4,946163 6435938,946151.6 6435912.0,946152.9 6435893.6,946155.2 6435884.0,946150.3 6435868.5,946129.9 6435852.4,946112.0 6435825.3,946089.7 6435804.9,946087.3 6435795.3,946088.5 6435786.8,946083.7 6435777.3,946080.7 6435767.0,946080.1 6435760.0,946081.4 6435755.5,946084.5 6435751.7,946084.9 6435746.3,946082.6 6435740.8,946078.8 6435725.1,946079.8 6435719.0,946084.5 6435714.7,946089.2 6435696.3,946088.0 6435687.6,946080.8 6435676.6,946084.8 6435668.2,946071.3 6435658.5,946056.7 6435634.9,946053.0 6435618.7,946050.5 6435607.8,946052.6 6435597.2,946051.2 6435592.8,946043.1 6435585.9,946021.9 6435577.9,946012.4 6435565.7,946011.2 6435561.5,946013.1 6435546.2,946020.0 6435529.4,946015.2 6435526.5,946009.5 6435525.0,945986.2 6435519.2,945975.3 6435518.1,945963.0 6435504.3,945960.7 6435499.5,945957.4 6435497.9,945954.2 6435490.0,945951.2 6435487.9,945947.7 6435461.6,945950.4 6435450.1,945967.8 6435430.7,945966.2 6435428.4,945959.5 6435425.9,945947.8 6435425.6,945943.4 6435421.5,945943.8 6435417.4,945937.5 6435406.4,945931.3 6435400.3,945932.1 6435393.4,945941.5 6435401.0,945943.4 6435396.4,945939.3 6435393.4,945936.6 6435381.8,945929.8 6435372.3,945926.4 6435371.0,945920.7 6435365.3,945915.1 6435355.4,945911.5 6435343.3,945905.6 6435342.2,945901.0 6435336.6,945881.1 6435328.1,945876.1 6435325.1,945872.6 6435317.7,945868.2 6435316.7)",104712,94031,5032,0
"LINESTRING (942269.4 6436271.6,942265.7 6436268.1,942262.1 6436266.5,942262 6436265,942262.9 6436260.7,942263.5 6436257.8,942262.7 6436252.6,942261.4 6436250.6,942261.2 6436248.7,942260.4 6436241.2,942258.8 6436239.9,942254.7 6436238.3,942252.4 6436236.7,942249.7 6436235.6,942244.9 6436233.7,942236.7 6436232.4,942234.9 6436231.9,942233.2 6436230.1,942231.3 6436227.0,942229.2 6436221.4,942224.8 6436214.6,942214.0 6436204.3,942202.0 6436195.1,942200.3 6436194.2,942198.3 6436188.5,942195.3 6436181.6,942191.3 6436179.8,942189.8 6436176.4,942189.5 6436174.0,942181.8 6436165.1,942181.5 6436164.1,942179.8 6436160.0,942179.2 6436155.2,942175.3 6436150.0,942173.9 6436148.4,942169.8 6436148.6,942169.5 6436145.7,942172.4 6436143.0,942173.0 6436140.1,942172.5 6436136.6,942175.9 6436130.7,942175.0 6436129.4,942166.7 6436125.0,942165.4 6436123.4,942165.9 6436118.3,942167.1 6436116.6,942165.5 6436115.0,942163.5 6436114.6,942161.6 6436113.5,942162.6 6436112.1,942162.5 6436109.7,942159.1 6436102.8,942157.8 6436101.8,942157.0 6436096.2,942153.7 6436096.8,942151.1 6436096.2,942152.1 6436093.7,942149.4 6436091.2,942146.1 6436094.4,942143.1 6436092.6,942142.2 6436090.3,942140.6 6436089.2,942140.3 6436086.7,942138.8 6436085.6,942138.3 6436087.1,942136.4 6436088.0,942135.0 6436087.2,942133.6 6436085.3,942133.6 6436083.6,942135 6436082,942135.4 6436080.5,942138.4 6436077.3,942139.8 6436077.1,942139.5 6436075.8,942138.1 6436075.4,942136.3 6436075.6,942137.0 6436074.4,942141.3 6436073.8,942144.7 6436072.4,942145.3 6436070.9,942142.2 6436068.3,942137.6 6436066.6,942137.2 6436064.4,942135.5 6436062.8,942135.9 6436060.9,942137.6 6436058.6,942140.8 6436058.2,942140.8 6436057.0,942137.1 6436056.3,942136.1 6436055.1,942138.7 6436050.4,942145.8 6436046.1,942149.7 6436043.7,942151.6 6436040.3,942155.5 6436036.3,942148.1 6436029.8,942147.9 6436026.7,942143.4 6436024.3,942144.8 6436021.6,942143.9 6436020.5,942138.4 6436019.0)",104713,94032,5036,0
"LINESTRING (942674.8 6437252.2,942676.1 6437247.6,942676.3 6437242.2,942673.6 6437237.4,942670.3 6437233.8,942667.0 6437231.8,942662.3 6437226.5,942654.9 6437226.3,942650.3 6437224.3,942646.3 6437224.9,942649.3 6437216.8,942653.8 6437212.5,942657.7 6437208.7,942662.9 6437203.0,942663.0 6437194.9)",104716,94035,93999,0
"LINESTRING (942333.9 6436650.1,942333.9 6436654.4,942333.7 6436660.5,942331.5 6436665.4,942331.0 6436671.2,942324.7 6436691.7,942322.7 6436707.6,942317.2 6436729.8,942315.6 6436739.9,942315.6 6436745.0,942314.2 6436750.7,942316.4 6436758.7,942315.1 6436774.2,942311.4 6436778.8,942311.8 6436786.7,942311.9 6436799.6,942311.1 6436806.2,942309.5 6436810.3)",104717,93952,94024,0
"LINESTRING (950458.5 6433187.1,950455.9 6433182.3,950459.4 6433178.7,950462.9 6433175.2,950465.3 6433170.4,950470.0 6433166.7,950474.5 6433161.5,950477.2 6433158.6,950479.6 6433154.0,950481.9 6433151.5,950486.6 6433146.8,950489.5 6433142.3,950492.6 6433138.7)",104718,94016,94036,0
"LINESTRING (950471.0 6433228.6,950468.8 6433228.6,950463.8 6433225.9,950462.7 6433220.8,950458.0 6433218.9,950454.2 6433215.7,950450.8 6433211.9,950450.1 6433206.2,950450.2 6433200.0,950455.1 6433198.1,950457.3 6433193.4,950458.7 6433189.3,950458.5 6433187.1)",104719,16591,94016,0
"LINESTRING (950388.8 6433860.9,950390.5 6433853.2,950391.2 6433848.2,950393.4 6433844.0,950395.8 6433839.0,950398.7 6433833.9,950402.2 6433831.4,950405.5 6433828.8,950408.8 6433825.6,950412.3 6433818.8,950415.8 6433813.9,950418.3 6433810.8,950411.3 6433813.1,950408.0 6433812.6,950409.9 6433807.3,950414.6 6433802.9,950418.3 6433800.3,950420.4 6433797.2,950424.7 6433791.1,950427.5 6433786.0,950430.9 6433781.2,950436.4 6433777.8,950440.0 6433773.4,950444.4 6433768.4,950446.8 6433766.9,950449.1 6433765.0,950450.4 6433763.9,950451.0 6433761.9,950447.8 6433756.0,950441.6 6433749.4,950435.4 6433740.9)",104720,28407,18445,0
"LINESTRING (950535.8 6434767.4,950528.3 6434760.2,950524.9 6434756.7,950520.7 6434753.7,950515.9 6434753.4,950510.8 6434749.7,950507.4 6434745.3,950503.0 6434740.4,950496.9 6434736.9,950489.8 6434734.2,950480.5 6434733.3,950470.2 6434729.8,950461.8 6434723.8,950460.0 6434718.4)",104721,76336,94002,0
"LINESTRING (945397.6 6437097.0,945390.4 6437094.6,945385.5 6437097.1,945374.8 6437096.4,945362.9 6437091.4,945357.4 6437090.4,945325.7 6437093.5,945279.9 6437101.4,945274.7 6437100.9,945265.8 6437095.9,945260.7 6437096.2,945229.8 6437103.7,945213.2 6437109.5,945192.5 6437114.1,945180.7 6437126.2,945172.6 6437133.7,945162.8 6437138.3,945138.2 6437145.4,945126.4 6437151.9,945125.5 6437160.9,945126.7 6437180.7,945133.0 6437198.5,945135.3 6437204.2,945133.4 6437204.2)",104722,83310,5030,0
"LINESTRING (941539.4 6435264.1,941535.3 6435264.8,941533.3 6435266.7,941533.3 6435269.1,941533.9 6435270.8,941536.8 6435273.3)",104723,93950,93951,0
"LINESTRING (951768.7 6431516.4,951769.5 6431514.1,951771.8 6431512.5,951776.3 6431508.2,951781.6 6431502.0,951783.3 6431497.8,951783.5 6431492.8,951786.1 6431487.5,951787.2 6431482.0,951790.9 6431477.1,951795.8 6431473.4,951798.8 6431472.3,951802.4 6431468.3,951808.8 6431467.6,951811.5 6431463.5,951816.7 6431462.0,951821.8 6431459.8,951827.9 6431458.0,951824.2 6431454.0,951825.8 6431448.1,951828.6 6431444.6,951832.3 6431440.4,951835.6 6431435.6,951840.9 6431431.0,951843.1 6431428.7,951846.5 6431423.4,951849.0 6431418.6,951854.6 6431416.3,951854.7 6431410.6,951860.3 6431407.0,951863.6 6431403.9,951867.8 6431406.5,951868.6 6431397.0,951870.2 6431391.0,951875.2 6431387.8,951878.5 6431385.9,951882.8 6431383.5,951888.0 6431379.4,951893.0 6431374.1,951893.5 6431368.7,951898.3 6431365.0,951901.3 6431362.7,951904.1 6431356.6,951907.4 6431351.7,951913.7 6431349.6,951914.5 6431341.9,951917.6 6431339.7,951923.1 6431334.7,951925.6 6431334.2,951930.6 6431331.5,951935.2 6431327.1,951938.3 6431321.4,951940.0 6431317.1,951943.1 6431313.5,951947.8 6431310.7,951947.5 6431309.6,951947.7 6431309.8,951950.3 6431304.2,951953.4 6431298.6,951958.7 6431296.3,951963.2 6431294.3,951966.4 6431287.3,951968.0 6431282.9,951969.7 6431277.8,951972.8 6431274.4,951978.4 6431271.2,951979.4 6431266.9,951983.3 6431263.9,951988.5 6431260.4,951991.9 6431256.8,951992.9 6431248.7,951995.7 6431245.6,951997.0 6431241.1,952000.1 6431228.9,952002.7 6431225.7,952006.7 6431220.7,952013.1 6431212.9)",104725,94026,94037,0
"LINESTRING (951244.7 6431218.2,951243.9 6431213.4,951245.5 6431209.5,951253.5 6431207.9,951261.1 6431209.2,951265.2 6431212.4,951270.2 6431212.8,951275.3 6431212.8,951279.4 6431216.1,951289.9 6431219.6,951291.2 6431224.5,951294.2 6431229.3,951299.0 6431226.2,951303.3 6431228.9,951307.8 6431231.3,951312.5 6431233.4,951315.1 6431232.5,951314.8 6431226.7,951311.2 6431221.0,951309.2 6431216.8,951310.8 6431212.1,951315.7 6431213.7,951318.9 6431217.6)",104727,76717,5040,0
"LINESTRING (951768.7 6431516.4,951770.7 6431516.8,951773.3 6431516.7,951777.4 6431515.7,951780.3 6431518.9,951781.3 6431521.8,951785.9 6431527.2,951787.8 6431520.3,951792.8 6431518.6,951792.6 6431520.6,951794.6 6431520.1,951801.3 6431518.8,951804.9 6431515.7,951808.3 6431517.2,951814.3 6431513.8,951817.7 6431514.2,951825.5 6431514.4,951820.6 6431518.5,951818.7 6431521.9,951817.7 6431527.7,951817.9 6431530.1)",104728,94026,5042,0
"LINESTRING (951594.3 6431618.5,951596.1 6431619.2,951600.1 6431623.6,951600.8 6431628.7,951602.5 6431632.1,951604.6 6431633.1)",104729,5045,94038,0
"LINESTRING (951604.6 6431633.1,951609.2 6431632.3,951616.1 6431630.1,951620.1 6431630.1,951624.6 6431629.5,951627.7 6431625.4,951632.0 6431621.3,951633.6 6431617.3,951635.4 6431614.9,951639.7 6431612.8,951643.2 6431610.7,951647.7 6431604.7,951650.2 6431601.3,951655.5 6431595.9,951658.6 6431592.3,951663.9 6431589.5,951667.3 6431586.0,951670.7 6431582.8,951674.2 6431575.3,951676.7 6431569.7,951679.2 6431565.4,951682.8 6431561.2,951689.3 6431557.8,951691.7 6431554.9,951691.9 6431552.6,951692.5 6431549.8,951694.7 6431545.7,951695.7 6431543.4,951696.5 6431537.7,951697.6 6431535.9,951701.7 6431535.4,951707.5 6431536.6,951713.2 6431537.4,951717.0 6431537.1,951723.1 6431536.3,951727.7 6431533.6,951731.0 6431531.1,951735.7 6431527.2,951740.1 6431522.8,951746.8 6431519.3,951751.0 6431517.5,951752.2 6431518.3,951755.6 6431522.2)",104730,94038,94027,0
"LINESTRING (951326.8 6431219.3,951329.2 6431219.8,951334.2 6431218.7,951336.8 6431214.2,951342.3 6431215.7,951344.7 6431220.0,951349.5 6431222.6,951354.7 6431226.4,951358.0 6431228.8,951360.2 6431231.9,951363.3 6431243.2,951367.2 6431259.1,951376.9 6431276.9,951381.2 6431287.4,951388.6 6431297.5,951392.5 6431302.4,951404.0 6431313.6,951419.3 6431326.4,951424.8 6431326.2,951429.6 6431324.1,951435.0 6431321.7,951440.2 6431319.9,951446.0 6431319.9,951448.2 6431324.2,951454.1 6431324.0,951458.6 6431322.6,951464.4 6431322.9,951468.7 6431323.3,951475.7 6431322.7,951480.4 6431320.9,951490.0 6431316.1,951500.2 6431309.3,951512.9 6431300.0,951524.8 6431293.7,951530.8 6431292.9,951537.2 6431294.2,951553.9 6431293.5,951563.1 6431293.1,951573.5 6431288.8,951578.3 6431283.3,951583.7 6431273.3,951588.4 6431271.3,951595.9 6431271.6,951607.9 6431272.8,951616.8 6431273.1,951623.9 6431271.0,951630.0 6431267.3,951651.7 6431262.3,951664.1 6431262.8,951677.9 6431264.8,951693.2 6431267.9,951708.2 6431271.6,951715.1 6431273.4,951721.0 6431276.9,951725.4 6431282.4,951728.1 6431291.5,951726.0 6431297.8,951724.2 6431305.0,951721.3 6431308.4,951720.4 6431314.9,951712.1 6431310.8,951707.9 6431308.8,951704.8 6431306.8,951706.1 6431311.8,951706.4 6431314.0,951699.9 6431317.5,951695.1 6431319.2,951690.7 6431319.9,951684.6 6431324.6,951688.7 6431326.2,951690.9 6431333.9,951693.8 6431342.2,951691.2 6431342.1,951694.3 6431349.4,951691.5 6431349.2,951686.3 6431346.9,951689.5 6431353.5,951684.4 6431359.3,951684.0 6431360.9,951684.4 6431367.7,951679.9 6431364.1,951676.7 6431369.0,951670.9 6431370.8,951667.5 6431377.4,951672.4 6431375.9,951678.1 6431377.3,951682.4 6431382.6,951687.6 6431382.8,951682.8 6431387.3,951678.5 6431388.2,951686.4 6431391.4,951694.9 6431392.0,951697.9 6431391.6,951705.3 6431401.8,951712.7 6431406.6,951713.4 6431412.4,951717.4 6431409.7,951721.1 6431408.8,951725.3 6431412.5,951731.7 6431416.9,951727.9 6431419.6,951723.0 6431417.6,951718.5 6431420.5,951714.9 6431422.3,951711.7 6431426.2,951711.0 6431430.2,951714.1 6431429.4,951719.1 6431426.0,951722.7 6431427.2,951723.6 6431435.3,951720.8 6431440.4,951716.0 6431446.1,951711.2 6431449.0,951709.7 6431451.3,951713.8 6431452.7,951719.2 6431449.9,951720.9 6431452.1,951720.7 6431453.2,951719.9 6431453.9,951708.3 6431457.8,951708.3 6431459.2,951716.3 6431461.8,951718.1 6431464.5,951726.0 6431480.5,951729.6 6431483.6,951733.2 6431490.1,951733.5 6431494.6,951731.9 6431498.1,951733.9 6431502.8,951736.6 6431507.1,951741.2 6431506.4,951746.8 6431509.3,951751.7 6431514.9,951755 6431519,951755.6 6431522.2)",104731,5041,94027,0
"LINESTRING (951244.7 6431218.2,951247.3 6431224.9,951249.9 6431229.9,951253.6 6431233.4,951255.3 6431238.3,951259.8 6431241.6,951262.4 6431246.3,951265.9 6431249.9,951268.2 6431254.6,951270.4 6431259.3,951272.8 6431264.4,951274.8 6431269.3,951276.3 6431274.3,951278.4 6431279.1,951280.2 6431283.5,951282.4 6431287.8,951282.2 6431293.5,951282.6 6431299.4,951288.5 6431304.0,951289.1 6431309.3,951289.9 6431312.9,951293.9 6431319.5,951294.5 6431323.4,951294.5 6431329.2,951293.4 6431335.3,951295.1 6431342.2,951297.4 6431346.2,951297.1 6431353.0,951298.3 6431358.5,951300.0 6431364.1,951302.4 6431367.9,951302.1 6431372.2,951306.4 6431379.7,951306.8 6431386.2,951305.7 6431391.1,951307.6 6431393.8,951308.8 6431401.0,951307.5 6431406.4,951309.9 6431412.1,951307.8 6431418.9,951310.7 6431423.0,951309.8 6431427.3,951309.3 6431431.4,951311.2 6431435.4,951311.4 6431437.3,951308.4 6431445.6,951305.7 6431449.1,951300.8 6431452.9,951297.3 6431457.7,951293.8 6431462.0,951295.9 6431465.7,951295.0 6431471.1,951296.7 6431480.2,951298.6 6431486.0,951298.1 6431493.4,951301.0 6431497.9,951302.9 6431502.6,951306.3 6431506.9,951309.8 6431510.4,951314.6 6431514.5,951319.0 6431518.9,951322.8 6431521.1,951326.8 6431519.9,951328.8 6431524.2,951331.3 6431529.2,951333.7 6431534.3,951333.4 6431538.7,951334.6 6431545.5,951335.5 6431552.5,951335.6 6431555.8,951341.4 6431562.2,951345.1 6431561.1,951348.5 6431562.5,951354.9 6431562.7,951357.9 6431566.2,951363.6 6431560.8,951366.4 6431562.2,951371.6 6431561.1,951377.0 6431559.7,951381.7 6431562.6,951387.2 6431562.6,951386.4 6431559.0,951388.4 6431555.1,951392.2 6431550.4,951398.9 6431551.8,951400.6 6431550.9,951399.4 6431544.8,951401.1 6431538.3,951409.7 6431529.5,951410.6 6431535.4,951417.5 6431541.2,951417.5 6431536.9,951423.7 6431533.1,951427.9 6431536.2,951430.7 6431539.8,951434.6 6431537.9,951439.2 6431535.2,951444.1 6431536.0,951445.1 6431540.2,951451.6 6431539.5,951456.6 6431538.3,951457.8 6431544.7,951458.4 6431550.4,951457.5 6431554.8,951454.7 6431560.2,951453.1 6431565.4,951452.8 6431570.3,951454.8 6431574.5,951455.5 6431578.7,951455.6 6431585.7,951456.8 6431593.0,951461.1 6431589.7,951466.2 6431588.2,951465.8 6431592.8,951469.0 6431595.2,951474.9 6431597.3,951474.8 6431602.6,951476.1 6431607.2,951476.8 6431611.0,951475.6 6431616.6,951474 6431621,951473.9 6431625.6,951476.3 6431632.4,951483.1 6431631.4,951488.2 6431631.3,951493.0 6431636.2,951490.8 6431639.7,951496.7 6431640.0,951501.3 6431633.9,951504.6 6431634.7,951508.2 6431632.6,951512.4 6431626.1,951515.7 6431619.9,951517.2 6431615.5,951519.3 6431610.2,951520.5 6431605.3,951521.9 6431600.8,951524.4 6431595.4,951529.6 6431593.8,951531.4 6431588.4,951535.4 6431584.4,951538.8 6431581.0,951544.2 6431579.7,951550.5 6431576.0,951549.0 6431583.1,951548.0 6431586.9,951547.2 6431593.8,951548.4 6431597.3,951548.4 6431603.1,951548.0 6431608.9,951548.2 6431614.1,951549.6 6431619.0,951550.5 6431624.0,951549.3 6431627.8,951549.8 6431633.7,951548.8 6431638.1,951551.3 6431642.4,951556.6 6431643.4,951560.8 6431640.7,951565.6 6431640.4,951570.1 6431637.3,951572.5 6431630.7,951576.7 6431626.8,951579.1 6431623.7,951580.3 6431619.8,951582.3 6431618.6,951586.3 6431618.8,951586.7 6431620.1,951586.1 6431622.3,951582.9 6431628.1,951583.4 6431628.8,951584.8 6431628.1,951586.3 6431625.6,951590.3 6431621.1,951590.2 6431618.9)",104732,76717,5044,0
